time,G(i),H_sun,T2m,WS10m,,Price
20130119:1111,37.94,12.85,-3.82,4.7,19-01-2013,41.93
20130119:1211,63.91,12.62,-3.29,5.37,19-01-2013,41.6
20130119:1311,73.55,10.36,-3.58,4.68,19-01-2013,41.01
20130119:1411,24.39,6.27,-3.87,4,19-01-2013,40.09
20130119:1511,0,0.64,-4.16,3.31,19-01-2013,40.23
20130119:1611,0,0,-4.51,3.3,19-01-2013,41.7
20130119:1711,0,0,-4.87,3.28,19-01-2013,48.63
20130119:1811,0,0,-5.23,3.27,19-01-2013,46.29
20130119:1911,0,0,-5.42,2.98,19-01-2013,43.83
20130119:2011,0,0,-5.6,2.69,19-01-2013,38
20130119:2111,0,0,-5.79,2.4,19-01-2013,39
20130119:2211,0,0,-6.2,2.6,19-01-2013,38.46
20130119:2311,0,0,-6.6,2.8,19-01-2013,36.95
20130120:0011,0,0,-7.01,2.99,20-01-2013,35.89
20130120:0111,0,0,-6.79,3.03,20-01-2013,32.6
20130120:0211,0,0,-6.57,3.06,20-01-2013,31.22
20130120:0311,0,0,-6.36,3.09,20-01-2013,30.41
20130120:0411,0,0,-6.39,3.35,20-01-2013,30.26
20130120:0511,0,0,-6.42,3.6,20-01-2013,29.85
20130120:0611,0,0,-6.45,3.86,20-01-2013,35.79
20130120:0711,0,0,-6.16,3.54,20-01-2013,36.85
20130120:0811,0,2.18,-5.86,3.22,20-01-2013,37.96
20130120:0911,23.49,7.5,-5.56,2.9,20-01-2013,38.62
20130120:1011,45.17,11.23,-4.84,3,20-01-2013,39.5
20130120:1111,30.71,13.06,-4.12,3.1,20-01-2013,40.12
20130120:1211,23.49,12.84,-3.4,3.2,20-01-2013,39.77
20130120:1311,24.39,10.58,-3.34,3.63,20-01-2013,38.38
20130120:1411,8.13,6.49,-3.28,4.06,20-01-2013,37.67
20130120:1511,0,0.87,-3.22,4.48,20-01-2013,38.06
20130120:1611,0,0,-3.24,4.7,20-01-2013,39.43
20130120:1711,0,0,-3.27,4.91,20-01-2013,40.05
20130120:1811,0,0,-3.29,5.13,20-01-2013,40.73
20130120:1911,0,0,-3.12,5.41,20-01-2013,39.84
20130120:2011,0,0,-2.94,5.68,20-01-2013,38.69
20130120:2111,0,0,-2.77,5.96,20-01-2013,35.49
20130120:2211,0,0,-2.73,5.81,20-01-2013,37.03
20130120:2311,0,0,-2.7,5.66,20-01-2013,31.28
20130121:0011,0,0,-2.66,5.5,21-01-2013,26.72
20130121:0111,0,0,-2.85,5.3,21-01-2013,29.25
20130121:0211,0,0,-3.04,5.1,21-01-2013,21.91
20130121:0311,0,0,-3.23,4.9,21-01-2013,21.96
20130121:0411,0,0,-3.39,5.11,21-01-2013,29.2
20130121:0511,0,0,-3.56,5.33,21-01-2013,29.28
20130121:0611,0,0,-3.73,5.54,21-01-2013,37.48
20130121:0711,0,0,-3.59,5.35,21-01-2013,43.3
20130121:0811,11.38,2.35,-3.45,5.16,21-01-2013,41.76
20130121:0911,121.41,7.69,-3.3,4.97,21-01-2013,41.61
20130121:1011,146.44,11.43,-2.94,5.91,21-01-2013,41.56
20130121:1111,117.64,13.27,-2.57,6.86,21-01-2013,41.21
20130121:1211,85.09,13.06,-2.2,7.81,21-01-2013,41.22
20130121:1311,92.98,10.81,-2.29,7.26,21-01-2013,41.09
20130121:1411,10.84,6.72,-2.38,6.71,21-01-2013,40.79
20130121:1511,0,1.1,-2.48,6.17,21-01-2013,40.84
20130121:1611,0,0,-2.4,5.83,21-01-2013,41.18
20130121:1711,0,0,-2.33,5.49,21-01-2013,42.21
20130121:1811,0,0,-2.26,5.14,21-01-2013,41.82
20130121:1911,0,0,-2.31,5.04,21-01-2013,41.32
20130121:2011,0,0,-2.35,4.94,21-01-2013,41.24
20130121:2111,0,0,-2.4,4.84,21-01-2013,40.5
20130121:2211,0,0,-2.55,4.68,21-01-2013,39.61
20130121:2311,0,0,-2.7,4.51,21-01-2013,36.55
20130122:0011,0,0,-2.85,4.34,22-01-2013,33.79
20130122:0111,0,0,-2.89,4.31,22-01-2013,33.08
20130122:0211,0,0,-2.93,4.27,22-01-2013,34.27
20130122:0311,0,0,-2.98,4.23,22-01-2013,33.23
20130122:0411,0,0,-3.1,4.36,22-01-2013,33.08
20130122:0511,0,0,-3.23,4.49,22-01-2013,33.75
20130122:0611,0,0,-3.35,4.62,22-01-2013,38.08
20130122:0711,0,0,-3.23,4.34,22-01-2013,54.05
20130122:0811,1.81,2.52,-3.11,4.05,22-01-2013,63.35
20130122:0911,92.39,7.88,-2.99,3.77,22-01-2013,50.71
20130122:1011,30.71,11.64,-2.59,4.45,22-01-2013,48.13
20130122:1111,74.59,13.49,-2.18,5.13,22-01-2013,47.07
20130122:1211,35.23,13.29,-1.78,5.81,22-01-2013,45.51
20130122:1311,145.46,11.05,-1.78,5.07,22-01-2013,46.93
20130122:1411,26.2,6.96,-1.77,4.33,22-01-2013,47.04
20130122:1511,0,1.33,-1.77,3.59,22-01-2013,53.04
20130122:1611,0,0,-2.16,3.92,22-01-2013,60.73
20130122:1711,0,0,-2.55,4.26,22-01-2013,75.06
20130122:1811,0,0,-2.94,4.59,22-01-2013,81.33
20130122:1911,0,0,-3.08,4.28,22-01-2013,65.9
20130122:2011,0,0,-3.23,3.96,22-01-2013,44.43
20130122:2111,0,0,-3.37,3.64,22-01-2013,43
20130122:2211,0,0,-3.49,3.22,22-01-2013,40.75
20130122:2311,0,0,-3.61,2.8,22-01-2013,39.63
20130123:0011,0,0,-3.73,2.39,23-01-2013,39.55
20130123:0111,0,0,-3.8,2.76,23-01-2013,38.29
20130123:0211,0,0,-3.87,3.14,23-01-2013,37.86
20130123:0311,0,0,-3.94,3.52,23-01-2013,38.23
20130123:0411,0,0,-4.16,3.34,23-01-2013,38.14
20130123:0511,0,0,-4.38,3.17,23-01-2013,41.02
20130123:0611,0,0,-4.6,2.99,23-01-2013,46.84
20130123:0711,0,0,-4.63,2.79,23-01-2013,68.1
20130123:0811,1.81,2.71,-4.66,2.58,23-01-2013,74.9
20130123:0911,20.78,8.08,-4.69,2.37,23-01-2013,74.98
20130123:1011,19.87,11.85,-4.01,2.36,23-01-2013,75.79
20130123:1111,22.58,13.72,-3.32,2.34,23-01-2013,74.25
20130123:1211,16.26,13.53,-2.63,2.33,23-01-2013,65.93
20130123:1311,23.49,11.29,-3.24,2.22,23-01-2013,64.42
20130123:1411,23.49,7.2,-3.84,2.1,23-01-2013,61.59
20130123:1511,0,1.56,-4.45,1.99,23-01-2013,58.61
20130123:1611,0,0,-5.03,2.09,23-01-2013,60.12
20130123:1711,0,0,-5.6,2.2,23-01-2013,74.9
20130123:1811,0,0,-6.18,2.3,23-01-2013,98.51
20130123:1911,0,0,-6.25,2.38,23-01-2013,75.46
20130123:2011,0,0,-6.32,2.46,23-01-2013,45.63
20130123:2111,0,0,-6.39,2.54,23-01-2013,43.11
20130123:2211,0,0,-6.62,2.54,23-01-2013,41.08
20130123:2311,0,0,-6.85,2.54,23-01-2013,40.25
20130124:0011,0,0,-7.08,2.54,24-01-2013,40.64
20130124:0111,0,0,-7.25,2.1,24-01-2013,40.02
20130124:0211,0,0,-7.42,1.66,24-01-2013,39.19
20130124:0311,0,0,-7.6,1.21,24-01-2013,39.67
20130124:0411,0,0,-7.6,1.22,24-01-2013,39.38
20130124:0511,0,0,-7.61,1.22,24-01-2013,41.21
20130124:0611,0,0,-7.62,1.23,24-01-2013,50.5
20130124:0711,0,0,-7.28,1.45,24-01-2013,68.43
20130124:0811,2.71,2.89,-6.95,1.67,24-01-2013,70.91
20130124:0911,106.14,8.28,-6.61,1.89,24-01-2013,73.89
20130124:1011,143.2,12.07,-5.62,1.97,24-01-2013,73.39
20130124:1111,82.12,13.95,-4.63,2.06,24-01-2013,72.62
20130124:1211,102.93,13.77,-3.64,2.14,24-01-2013,69.26
20130124:1311,156.95,11.53,-3.74,2.08,24-01-2013,64.16
20130124:1411,49.5,7.44,-3.85,2.02,24-01-2013,63.49
20130124:1511,0,1.8,-3.95,1.96,24-01-2013,60.22
20130124:1611,0,0,-4.48,1.91,24-01-2013,65.7
20130124:1711,0,0,-5.01,1.87,24-01-2013,77.14
20130124:1811,0,0,-5.54,1.82,24-01-2013,79.94
20130124:1911,0,0,-5.5,1.76,24-01-2013,74.97
20130124:2011,0,0,-5.45,1.69,24-01-2013,60.32
20130124:2111,0,0,-5.41,1.63,24-01-2013,53.96
20130124:2211,0,0,-5.03,1.66,24-01-2013,43.88
20130124:2311,0,0,-4.65,1.68,24-01-2013,40.16
20130125:0011,0,0,-4.27,1.71,25-01-2013,40.23
20130125:0111,0,0,-5.06,1.97,25-01-2013,39.29
20130125:0211,0,0,-5.84,2.23,25-01-2013,39.06
20130125:0311,0,0,-6.63,2.48,25-01-2013,39.17
20130125:0411,0,0,-6.57,2.68,25-01-2013,39.78
20130125:0511,0,0,-6.51,2.88,25-01-2013,41.04
20130125:0611,0,0,-6.45,3.08,25-01-2013,52.54
20130125:0711,0,0,-6.03,2.99,25-01-2013,62.76
20130125:0811,2.71,3.09,-5.6,2.91,25-01-2013,69.68
20130125:0911,12.65,8.49,-5.17,2.83,25-01-2013,69.9
20130125:1011,17.16,12.3,-3.77,3.11,25-01-2013,67.97
20130125:1111,46.07,14.19,-2.36,3.39,25-01-2013,66.79
20130125:1211,21.68,14.02,-0.95,3.67,25-01-2013,60.6
20130125:1311,42.46,11.78,-1.04,4.03,25-01-2013,55.08
20130125:1411,10.84,7.69,-1.12,4.39,25-01-2013,50.62
20130125:1511,0,2.05,-1.21,4.74,25-01-2013,50.69
20130125:1611,0,0,-1.49,4.96,25-01-2013,55.08
20130125:1711,0,0,-1.78,5.18,25-01-2013,62.28
20130125:1811,0,0,-2.06,5.39,25-01-2013,57.65
20130125:1911,0,0,-2.26,5.14,25-01-2013,44.25
20130125:2011,0,0,-2.45,4.88,25-01-2013,41.25
20130125:2111,0,0,-2.65,4.62,25-01-2013,40.39
20130125:2211,0,0,-2.88,4.74,25-01-2013,39.1
20130125:2311,0,0,-3.12,4.87,25-01-2013,36.42
20130126:0011,0,0,-3.35,4.99,26-01-2013,35.81
20130126:0111,0,0,-3.37,4.96,26-01-2013,32.83
20130126:0211,0,0,-3.39,4.92,26-01-2013,32.09
20130126:0311,0,0,-3.42,4.88,26-01-2013,32.06
20130126:0411,0,0,-3.48,4.91,26-01-2013,31.86
20130126:0511,0,0,-3.55,4.93,26-01-2013,31.38
20130126:0611,0,0,-3.62,4.95,26-01-2013,31.99
20130126:0711,0,0,-3.54,5.14,26-01-2013,30.17
20130126:0811,2.71,3.29,-3.46,5.34,26-01-2013,34.81
20130126:0911,26.2,8.71,-3.38,5.53,26-01-2013,37.84
20130126:1011,46.07,12.53,-3.17,5.66,26-01-2013,38.64
20130126:1111,62.33,14.44,-2.95,5.78,26-01-2013,38.68
20130126:1211,28.91,14.27,-2.74,5.9,26-01-2013,38.12
20130126:1311,30.71,12.04,-2.4,5.78,26-01-2013,37.79
20130126:1411,23.49,7.94,-2.05,5.66,26-01-2013,37.45
20130126:1511,11.46,2.3,-1.71,5.54,26-01-2013,37.88
20130126:1611,0,0,-1.24,5.8,26-01-2013,38.96
20130126:1711,0,0,-0.76,6.05,26-01-2013,40.38
20130126:1811,0,0,-0.29,6.3,26-01-2013,39.82
20130126:1911,0,0,0.36,5.2,26-01-2013,39.09
20130126:2011,0,0,1.01,4.09,26-01-2013,38.73
20130126:2111,0,0,1.66,2.98,26-01-2013,36.04
20130126:2211,0,0,1.95,2.29,26-01-2013,37.01
20130126:2311,0,0,2.25,1.6,26-01-2013,36.12
20130127:0011,0,0,2.54,0.91,27-01-2013,33.32
20130127:0111,0,0,2.39,1.44,27-01-2013,31.42
20130127:0211,0,0,2.24,1.97,27-01-2013,31.01
20130127:0311,0,0,2.09,2.5,27-01-2013,29.5
20130127:0411,0,0,2.06,3.13,27-01-2013,28.62
20130127:0511,0,0,2.03,3.77,27-01-2013,25.31
20130127:0611,0,0,2,4.4,27-01-2013,28.17
20130127:0711,0,0,1.83,5.23,27-01-2013,29.71
20130127:0811,3.61,3.5,1.66,6.06,27-01-2013,28.18
20130127:0911,16.26,8.94,1.49,6.9,27-01-2013,32.64
20130127:1011,17.16,12.77,1.42,6.99,27-01-2013,36.1
20130127:1111,21.68,14.69,1.35,7.08,27-01-2013,36.49
20130127:1211,19.87,14.53,1.28,7.17,27-01-2013,32.93
20130127:1311,16.26,12.3,1.83,7.38,27-01-2013,28.36
20130127:1411,14.45,8.2,2.38,7.59,27-01-2013,24.82
20130127:1511,1.81,2.55,2.93,7.79,27-01-2013,15.19
20130127:1611,0,0,3.63,7.32,27-01-2013,25.21
20130127:1711,0,0,4.32,6.86,27-01-2013,36.3
20130127:1811,0,0,5.02,6.39,27-01-2013,38.51
20130127:1911,0,0,4.67,6.15,27-01-2013,38.02
20130127:2011,0,0,4.31,5.92,27-01-2013,36.09
20130127:2111,0,0,3.96,5.68,27-01-2013,33.27
20130127:2211,0,0,3.83,5.54,27-01-2013,35.72
20130127:2311,0,0,3.7,5.4,27-01-2013,32.02
20130128:0011,0,0,3.57,5.26,28-01-2013,30.63
20130128:0111,0,0,3.64,5.26,28-01-2013,31.05
20130128:0211,0,0,3.71,5.27,28-01-2013,30.96
20130128:0311,0,0,3.77,5.28,28-01-2013,30.74
20130128:0411,0,0,3.67,5.47,28-01-2013,29.09
20130128:0511,0,0,3.57,5.66,28-01-2013,32.01
20130128:0611,0,0,3.47,5.85,28-01-2013,37.91
20130128:0711,0,0,3.5,5.84,28-01-2013,39.71
20130128:0811,3.61,3.71,3.53,5.83,28-01-2013,40.16
20130128:0911,30.71,9.16,3.57,5.82,28-01-2013,39.94
20130128:1011,124.8,13.01,3.85,5.94,28-01-2013,39.66
20130128:1111,205.61,14.95,4.14,6.05,28-01-2013,39.37
20130128:1211,78.78,14.8,4.43,6.17,28-01-2013,39.12
20130128:1311,54.2,12.57,4.13,6.1,28-01-2013,39.07
20130128:1411,59.81,8.46,3.84,6.03,28-01-2013,39.08
20130128:1511,2.71,2.81,3.54,5.96,28-01-2013,39.13
20130128:1611,0,0,3.38,5.82,28-01-2013,39.46
20130128:1711,0,0,3.23,5.67,28-01-2013,39.98
20130128:1811,0,0,3.07,5.53,28-01-2013,39.73
20130128:1911,0,0,3.06,5.79,28-01-2013,38.98
20130128:2011,0,0,3.05,6.06,28-01-2013,38.65
20130128:2111,0,0,3.04,6.32,28-01-2013,35.1
20130128:2211,0,0,2.6,6.93,28-01-2013,33.21
20130128:2311,0,0,2.16,7.55,28-01-2013,21.59
20130129:0011,0,0,1.72,8.17,29-01-2013,24.56
20130129:0111,0,0,2.36,7.66,29-01-2013,10.53
20130129:0211,0,0,3.01,7.15,29-01-2013,8.45
20130129:0311,0,0,3.65,6.65,29-01-2013,8.51
20130129:0411,0,0,4.05,6.22,29-01-2013,8.31
20130129:0511,0,0,4.45,5.79,29-01-2013,10.39
20130129:0611,0,0,4.85,5.37,29-01-2013,32.31
20130129:0711,0,0,4.93,5.46,29-01-2013,37.44
20130129:0811,3.61,3.93,5,5.55,29-01-2013,37.94
20130129:0911,71.5,9.4,5.08,5.64,29-01-2013,37.98
20130129:1011,28,13.26,5.23,5.76,29-01-2013,37.96
20130129:1111,136.23,15.21,5.38,5.87,29-01-2013,38.41
20130129:1211,204.83,15.06,5.53,5.99,29-01-2013,38.34
20130129:1311,619.88,12.84,5.46,5.69,29-01-2013,38.95
20130129:1411,396.99,8.73,5.39,5.39,29-01-2013,39.29
20130129:1511,2.71,3.07,5.32,5.09,29-01-2013,39.43
20130129:1611,0,0,4.92,4.68,29-01-2013,39.69
20130129:1711,0,0,4.52,4.26,29-01-2013,42.6
20130129:1811,0,0,4.12,3.85,29-01-2013,40.02
20130129:1911,0,0,4.09,3.87,29-01-2013,39.45
20130129:2011,0,0,4.07,3.89,29-01-2013,38.89
20130129:2111,0,0,4.04,3.9,29-01-2013,39.38
20130129:2211,0,0,4.6,4.75,29-01-2013,34.63
20130129:2311,0,0,5.17,5.6,29-01-2013,30.51
20130130:0011,0,0,5.73,6.46,30-01-2013,23.07
20130130:0111,0,0,6.49,6.92,30-01-2013,13.78
20130130:0211,0,0,7.25,7.39,30-01-2013,10.35
20130130:0311,0,0,8.01,7.86,30-01-2013,10.04
20130130:0411,0,0,7.43,7.11,30-01-2013,10.03
20130130:0511,0,0,6.84,6.35,30-01-2013,10.46
20130130:0611,0,0,6.25,5.6,30-01-2013,33.66
20130130:0711,0,0,6,5.82,30-01-2013,39.5
20130130:0811,4.52,4.16,5.75,6.03,30-01-2013,37.83
20130130:0911,108.21,9.64,5.51,6.25,30-01-2013,37.51
20130130:1011,85.86,13.52,5.57,6.41,30-01-2013,37.5
20130130:1111,53.3,15.48,5.64,6.58,30-01-2013,37.33
20130130:1211,661.58,15.34,5.7,6.74,30-01-2013,36.99
20130130:1311,109.19,13.11,5.65,7.13,30-01-2013,36.6
20130130:1411,12.65,9,5.59,7.51,30-01-2013,36.38
20130130:1511,2.71,3.33,5.54,7.89,30-01-2013,36.44
20130130:1611,0,0,5.4,8.05,30-01-2013,36.99
20130130:1711,0,0,5.26,8.2,30-01-2013,37.78
20130130:1811,0,0,5.12,8.36,30-01-2013,37.07
20130130:1911,0,0,5.06,8.67,30-01-2013,36.91
20130130:2011,0,0,5,8.98,30-01-2013,36.27
20130130:2111,0,0,4.94,9.3,30-01-2013,28.39
20130130:2211,0,0,4.95,9.3,30-01-2013,15.2
20130130:2311,0,0,4.95,9.31,30-01-2013,6.45
20130131:0011,0,0,4.96,9.31,31-01-2013,-0.03
20130131:0111,0,0,5.22,10.25,31-01-2013,-0.02
20130131:0211,0,0,5.48,11.19,31-01-2013,-0.07
20130131:0311,0,0,5.74,12.12,31-01-2013,-0.04
20130131:0411,0,0,5.56,11.97,31-01-2013,6.92
20130131:0511,0,0,5.37,11.81,31-01-2013,8.4
20130131:0611,0,0,5.18,11.66,31-01-2013,28.08
20130131:0711,0,0,5.06,10.17,31-01-2013,36.96
20130131:0811,4.52,4.39,4.94,8.69,31-01-2013,37.21
20130131:0911,454.13,9.89,4.82,7.21,31-01-2013,36.79
20130131:1011,520.57,13.78,4.78,7.1,31-01-2013,36.66
20130131:1111,673.02,15.75,4.75,6.99,31-01-2013,36.01
20130131:1211,80.41,15.62,4.72,6.88,31-01-2013,34.4
20130131:1311,93.7,13.39,4.21,6.13,31-01-2013,36.37
20130131:1411,49.9,9.28,3.69,5.37,31-01-2013,36.66
20130131:1511,3.61,3.6,3.18,4.62,31-01-2013,37.1
20130131:1611,0,0,2.68,3.96,31-01-2013,37.6
20130131:1711,0,0,2.18,3.31,31-01-2013,38.63
20130131:1811,0,0,1.68,2.65,31-01-2013,38.46
20130131:1911,0,0,1.52,2.71,31-01-2013,37.47
20130131:2011,0,0,1.36,2.78,31-01-2013,36.67
20130131:2111,0,0,1.2,2.84,31-01-2013,36.56
20130131:2211,0,0,0.84,2.7,31-01-2013,35.81
20130131:2311,0,0,0.47,2.57,31-01-2013,34.64
20130201:0011,0,0,0.11,2.43,1/2/2013,25.13
20130201:0111,0,0,-0.13,2.73,1/2/2013,25.66
20130201:0211,0,0,-0.37,3.03,1/2/2013,25
20130201:0311,0,0,-0.62,3.32,1/2/2013,30.05
20130201:0411,0,0,-0.63,3.26,1/2/2013,29.47
20130201:0511,0,0,-0.64,3.2,1/2/2013,35.54
20130201:0611,0,0,-0.65,3.13,1/2/2013,36.85
20130201:0711,0,0,-0.33,2.79,1/2/2013,37.9
20130201:0811,11.74,4.63,-0.01,2.44,1/2/2013,41.49
20130201:0911,37.04,10.14,0.3,2.1,1/2/2013,41.96
20130201:1011,62.33,14.05,0.94,2.2,1/2/2013,42.24
20130201:1111,65.04,16.03,1.58,2.3,1/2/2013,41.22
20130201:1211,32.52,15.9,2.22,2.4,1/2/2013,39.97
20130201:1311,34.33,13.68,2.48,2.34,1/2/2013,39.73
20130201:1411,48.84,9.55,2.73,2.27,1/2/2013,39.22
20130201:1511,2.71,3.87,2.98,2.21,1/2/2013,39.34
20130201:1611,0,0,2.23,2.11,1/2/2013,40.24
20130201:1711,0,0,1.47,2.01,1/2/2013,44.27
20130201:1811,0,0,0.72,1.92,1/2/2013,41.97
20130201:1911,0,0,0.61,2,1/2/2013,39.84
20130201:2011,0,0,0.5,2.07,1/2/2013,38.73
20130201:2111,0,0,0.4,2.15,1/2/2013,38.01
20130201:2211,0,0,0.2,2.21,1/2/2013,37.8
20130201:2311,0,0,0,2.26,1/2/2013,36.51
20130202:0011,0,0,-0.2,2.32,2/2/2013,36.95
20130202:0111,0,0,-0.69,2.7,2/2/2013,35.83
20130202:0211,0,0,-1.18,3.09,2/2/2013,33.99
20130202:0311,0,0,-1.67,3.48,2/2/2013,33.3
20130202:0411,0,0,-1.72,3.04,2/2/2013,33.33
20130202:0511,0,0,-1.76,2.61,2/2/2013,34.66
20130202:0611,0,0,-1.8,2.18,2/2/2013,34.9
20130202:0711,0,0,-1.38,2.37,2/2/2013,35.29
20130202:0811,37.37,4.87,-0.96,2.56,2/2/2013,36.6
20130202:0911,141.72,10.4,-0.55,2.74,2/2/2013,37.87
20130202:1011,227.58,14.32,0.37,2.63,2/2/2013,38.26
20130202:1111,282.67,16.32,1.29,2.52,2/2/2013,38.08
20130202:1211,346.78,16.19,2.2,2.41,2/2/2013,37.57
20130202:1311,304.22,13.96,2.24,2.17,2/2/2013,36.72
20130202:1411,202.6,9.84,2.27,1.92,2/2/2013,34.26
20130202:1511,32.74,4.14,2.31,1.67,2/2/2013,35.29
20130202:1611,0,0,1.84,1.85,2/2/2013,35.15
20130202:1711,0,0,1.37,2.03,2/2/2013,40.21
20130202:1811,0,0,0.9,2.21,2/2/2013,39.14
20130202:1911,0,0,0.84,2.35,2/2/2013,38.49
20130202:2011,0,0,0.78,2.49,2/2/2013,36.89
20130202:2111,0,0,0.72,2.63,2/2/2013,35.37
20130202:2211,0,0,0.54,2.61,2/2/2013,36.01
20130202:2311,0,0,0.37,2.58,2/2/2013,34.58
20130203:0011,0,0,0.2,2.55,3/2/2013,35.54
20130203:0111,0,0,0.18,3.01,3/2/2013,31.43
20130203:0211,0,0,0.16,3.46,3/2/2013,30.82
20130203:0311,0,0,0.15,3.92,3/2/2013,31.26
20130203:0411,0,0,0.16,4.12,3/2/2013,32.1
20130203:0511,0,0,0.18,4.33,3/2/2013,34.63
20130203:0611,0,0,0.19,4.54,3/2/2013,35.02
20130203:0711,0,0,0.59,4.21,3/2/2013,35.22
20130203:0811,18.97,5.12,0.99,3.89,3/2/2013,35.7
20130203:0911,43.36,10.66,1.38,3.56,3/2/2013,36.87
20130203:1011,18.07,14.6,1.51,4.25,3/2/2013,37.33
20130203:1111,69.56,16.61,1.64,4.94,3/2/2013,37.34
20130203:1211,54.2,16.49,1.77,5.63,3/2/2013,36.58
20130203:1311,78.72,14.26,1.82,5.62,3/2/2013,34.05
20130203:1411,19.87,10.12,1.86,5.62,3/2/2013,31.5
20130203:1511,3.61,4.42,1.9,5.61,3/2/2013,31.06
20130203:1611,0,0,2.14,5.59,3/2/2013,30.76
20130203:1711,0,0,2.37,5.57,3/2/2013,36.73
20130203:1811,0,0,2.61,5.54,3/2/2013,37.71
20130203:1911,0,0,2.63,5.07,3/2/2013,34.09
20130203:2011,0,0,2.65,4.6,3/2/2013,32.3
20130203:2111,0,0,2.67,4.12,3/2/2013,27.23
20130203:2211,0,0,2.67,3.99,3/2/2013,26.99
20130203:2311,0,0,2.67,3.86,3/2/2013,16.68
20130204:0011,0,0,2.67,3.72,4/2/2013,28.26
20130204:0111,0,0,2.61,3.76,4/2/2013,18.98
20130204:0211,0,0,2.55,3.8,4/2/2013,22.48
20130204:0311,0,0,2.48,3.83,4/2/2013,26.09
20130204:0411,0,0,2.57,4.2,4/2/2013,28.39
20130204:0511,0,0,2.66,4.57,4/2/2013,34.05
20130204:0611,0,0,2.75,4.94,4/2/2013,40.46
20130204:0711,0,0,3.34,5.55,4/2/2013,39.59
20130204:0811,5.42,5.37,3.93,6.17,4/2/2013,40.34
20130204:0911,18.07,10.93,4.51,6.79,4/2/2013,39.53
20130204:1011,446.66,14.89,4.27,7.56,4/2/2013,39.26
20130204:1111,126.87,16.9,4.02,8.33,4/2/2013,38.39
20130204:1211,542.06,16.79,3.77,9.1,4/2/2013,37.65
20130204:1311,373.48,14.55,3.49,9.05,4/2/2013,32.59
20130204:1411,11.74,10.41,3.21,9,4/2/2013,29.8
20130204:1511,51.4,4.7,2.92,8.95,4/2/2013,28.65
20130204:1611,0,0,2.74,8.57,4/2/2013,29.18
20130204:1711,0,0,2.56,8.18,4/2/2013,34.96
20130204:1811,0,0,2.38,7.79,4/2/2013,37.64
20130204:1911,0,0,2.23,7.64,4/2/2013,36.94
20130204:2011,0,0,2.09,7.48,4/2/2013,29.58
20130204:2111,0,0,1.95,7.32,4/2/2013,26.37
20130204:2211,0,0,1.85,6.72,4/2/2013,19.08
20130204:2311,0,0,1.76,6.12,4/2/2013,8.79
20130205:0011,0,0,1.66,5.52,5/2/2013,11.28
20130205:0111,0,0,1.56,5.28,5/2/2013,10.46
20130205:0211,0,0,1.46,5.05,5/2/2013,8.62
20130205:0311,0,0,1.37,4.81,5/2/2013,8.77
20130205:0411,0,0,1.24,4.86,5/2/2013,7.27
20130205:0511,0,0,1.11,4.91,5/2/2013,20.06
20130205:0611,0,0,0.98,4.95,5/2/2013,31.82
20130205:0711,0,0,1.12,4.58,5/2/2013,39.46
20130205:0811,84.42,5.63,1.26,4.22,5/2/2013,38.84
20130205:0911,12.65,11.21,1.4,3.85,5/2/2013,38.52
20130205:1011,37.04,15.18,1.84,4.2,5/2/2013,38.04
20130205:1111,68.66,17.2,2.27,4.56,5/2/2013,37.71
20130205:1211,78.59,17.09,2.7,4.91,5/2/2013,32.98
20130205:1311,41.55,14.85,2.26,4.45,5/2/2013,32.96
20130205:1411,375.68,10.7,1.82,3.99,5/2/2013,36.64
20130205:1511,66.02,4.98,1.38,3.53,5/2/2013,38.12
20130205:1611,0,0,1.02,3.39,5/2/2013,39.55
20130205:1711,0,0,0.65,3.26,5/2/2013,41.45
20130205:1811,0,0,0.28,3.12,5/2/2013,39.92
20130205:1911,0,0,0.33,3.26,5/2/2013,39.41
20130205:2011,0,0,0.38,3.39,5/2/2013,38.59
20130205:2111,0,0,0.44,3.53,5/2/2013,37.56
20130205:2211,0,0,0.51,3.21,5/2/2013,39.25
20130205:2311,0,0,0.59,2.89,5/2/2013,32.05
20130206:0011,0,0,0.67,2.57,6/2/2013,34.74
20130206:0111,0,0,0.81,3.03,6/2/2013,34.63
20130206:0211,0,0,0.95,3.49,6/2/2013,33.69
20130206:0311,0,0,1.09,3.96,6/2/2013,33.94
20130206:0411,0,0,0.91,3.89,6/2/2013,34.03
20130206:0511,0,0,0.73,3.81,6/2/2013,31.89
20130206:0611,0,0,0.55,3.74,6/2/2013,41.67
20130206:0711,0,0,0.78,3.61,6/2/2013,43.66
20130206:0811,41.23,5.9,1.01,3.49,6/2/2013,44.31
20130206:0911,82.01,11.49,1.24,3.37,6/2/2013,43.15
20130206:1011,145.54,15.47,1.74,3.73,6/2/2013,42.81
20130206:1111,51.49,17.5,2.24,4.09,6/2/2013,41.38
20130206:1211,74.98,17.4,2.73,4.46,6/2/2013,40.6
20130206:1311,28.91,15.16,2.33,4.51,6/2/2013,40.6
20130206:1411,39.75,11,1.92,4.57,6/2/2013,40.52
20130206:1511,27.68,5.27,1.51,4.62,6/2/2013,40.55
20130206:1611,0,0,1,4.35,6/2/2013,41.56
20130206:1711,0,0,0.48,4.09,6/2/2013,43.97
20130206:1811,0,0,-0.03,3.82,6/2/2013,41.65
20130206:1911,0,0,-0.29,3.43,6/2/2013,40.46
